,date,oil_volume,volume_of_liquid,gas_volume,water_volume,water_cut,working_hours,dynamic_level,reservoir_pressure
2336,2019-05-27,11,45,2935,34,75,24,2122,123
2337,2019-05-28,8,34,2250,26,75,18,2122,123
2338,2019-05-29,11,45,2935,34,75,24,2122,123
2339,2019-05-30,11,45,2935,34,75,24,2122,123
2340,2019-05-31,9,35,2287,26,75,19,2122,123
2341,2019-06-01,8,33,2189,25,75,18,2122,123
2342,2019-06-02,8,34,2263,26,75,19,2122,123
2343,2019-06-03,11,45,3053,33,74,24,2122,123
2344,2019-06-04,11,45,3053,33,74,24,2122,123
2345,2019-06-05,11,45,3053,33,74,24,2122,123
2346,2019-06-06,11,45,3053,33,74,24,2122,123
2347,2019-06-07,8,33,2183,25,75,20,2122,123
2348,2019-06-08,10,40,2646,30,75,24,2122,123
2349,2019-06-09,10,40,2646,30,75,24,2122,123
2350,2019-06-10,10,39,2580,30,75,23,2122,123
2351,2019-06-11,8,34,2260,26,75,21,2122,123
2352,2019-06-12,9,40,2435,31,77,24,2134,123
2353,2019-06-13,7,32,1927,25,77,19,2134,123
2354,2019-06-14,9,40,2435,31,77,24,2134,123
2355,2019-06-15,9,38,2296,29,77,19,2134,123
2356,2019-06-16,11,48,2900,37,77,24,2134,123
2357,2019-06-17,9,38,2495,29,75,19,2134,123
2358,2019-06-18,12,48,3152,36,75,24,2134,123
2359,2019-06-19,9,37,2456,28,75,19,2134,122
2360,2019-06-20,9,39,2535,29,75,19,2134,122
2361,2019-06-21,11,43,2824,32,75,22,2134,122
2362,2019-06-22,9,36,2377,27,75,18,2134,122
2363,2019-06-23,11,44,2918,34,75,23,2122,122
2364,2019-06-24,8,32,2090,24,75,19,2122,122
2365,2019-06-25,10,40,2627,30,75,24,2122,122
2366,2019-06-26,9,37,2493,27,74,22,2122,122
2367,2019-06-27,9,35,2402,26,74,21,2122,122
2368,2019-06-28,8,32,2163,24,74,19,2122,122
2369,2019-06-29,8,33,2231,24,74,20,2122,122
2370,2019-06-30,10,40,2732,30,74,24,2122,122
2371,2019-07-01,10,40,2732,30,74,24,2122,122
2372,2019-07-02,8,32,2163,24,74,19,2122,122
2373,2019-07-03,8,32,2163,24,74,19,2122,122
2374,2019-07-04,12,47,3305,34,73,24,2122,122
2375,2019-07-05,10,37,2616,27,73,19,2122,122
2376,2019-07-06,12,47,3305,34,73,24,2134,122
2377,2019-07-07,10,38,2664,28,73,20,2134,122
2378,2019-07-08,11,42,2979,31,73,24,2134,122
2379,2019-07-09,10,37,2601,27,73,20,2098,122
2380,2019-07-10,10,36,2587,27,73,20,2098,122
2381,2019-07-11,9,36,2491,27,74,20,2098,122
2382,2019-07-12,11,45,3066,33,74,24,2098,122
2383,2019-07-13,9,36,2491,27,74,20,2098,122
2384,2019-07-14,9,36,2491,27,74,20,2098,122
2385,2019-07-15,11,45,3066,33,74,24,2122,121
2386,2019-07-16,10,40,2699,29,74,20,2122,121
2387,2019-07-17,12,48,3305,36,74,24,2122,121
2388,2019-07-18,8,32,2204,24,74,17,2122,121
2389,2019-07-19,11,43,2939,32,74,22,2122,121
2390,2019-07-20,10,37,2558,28,74,20,2122,121
2391,2019-07-21,10,37,2755,27,72,20,2122,121
2392,2019-07-22,11,39,2882,28,72,20,2122,121
2393,2019-07-23,10,38,2814,28,72,21,2122,121
2394,2019-07-24,10,38,2814,28,72,21,2122,121
2395,2019-07-25,11,40,3057,29,71,22,2110,121
2396,2019-07-26,12,41,3146,30,71,22,2110,121
2397,2019-07-27,10,35,2634,25,71,18,2110,121
2398,2019-07-28,11,39,3000,28,71,21,2122,121
2399,2019-07-29,10,35,2648,25,71,18,2075,121
2400,2019-07-30,9,35,2479,26,73,18,2110,121
2401,2019-07-31,10,40,2806,29,73,21,2110,121
2402,2019-08-01,8,30,2094,22,73,17,2098,121
2403,2019-08-02,8,29,2033,21,73,17,2098,121
2404,2019-08-03,8,30,2094,22,73,17,2098,121
2405,2019-08-04,8,29,2082,22,73,17,2098,121
2406,2019-08-05,7,28,1972,20,73,16,2098,121
2407,2019-08-06,8,30,2094,22,73,17,2075,121
2408,2019-08-07,7,27,1911,20,73,16,2075,121
2409,2019-08-08,9,34,2435,25,73,20,2075,121
2410,2019-08-09,8,29,2070,21,73,15,2075,121
2411,2019-08-10,10,37,2641,27,73,19,2075,120
2412,2019-08-11,8,32,2088,24,75,16,2075,120
2413,2019-08-12,7,27,1797,21,75,14,2075,120
2414,2019-08-13,8,33,2167,25,75,16,2075,120
2415,2019-08-14,8,33,2194,25,75,17,2075,120
2416,2019-08-15,7,28,1850,21,75,14,2075,120
2417,2019-08-16,9,38,2511,29,75,19,2075,120
2418,2019-08-17,7,31,1810,25,78,15,2062,120
2419,2019-08-18,9,40,2324,32,78,19,2062,120
2420,2019-08-19,6,30,1712,23,78,14,2062,120
2421,2019-08-20,9,40,2324,32,78,19,2062,120
2422,2019-08-21,7,33,1896,26,78,16,2062,120
2423,2019-08-22,8,37,2116,29,78,17,2062,120
2424,2019-08-23,8,38,2193,30,78,19,2062,120
2425,2019-08-24,6,29,1700,23,78,15,2086,120
2426,2019-08-25,8,39,2228,30,78,19,2086,120
2427,2019-08-26,7,29,1842,22,76,14,2086,120
2428,2019-08-27,9,38,2379,29,76,19,2086,120
2429,2019-08-28,8,36,2239,27,76,18,2086,120
2430,2019-08-29,7,32,1996,24,76,16,2086,120
2431,2019-08-30,8,39,2127,31,79,19,2086,120
2432,2019-08-31,6,28,1567,23,79,14,2086,120
2433,2019-09-01,8,39,2127,31,79,19,2086,120
2434,2019-09-02,8,39,2127,31,79,19,2098,120
2435,2019-09-03,6,30,1679,24,79,15,2098,120
2436,2019-09-04,10,49,2686,39,79,24,2098,120
2437,2019-09-05,10,49,2686,39,79,24,2098,119
2438,2019-09-06,10,49,2686,39,79,24,2098,119
2439,2019-09-07,10,49,2719,39,79,24,2122,119
2440,2019-09-08,12,49,3237,37,75,24,2122,119
2441,2019-09-09,9,39,2549,29,75,19,2122,119
2442,2019-09-10,10,39,2563,29,75,19,2098,119
2443,2019-09-11,9,38,2496,29,75,19,2098,119
2444,2019-09-12,8,30,2034,22,74,15,2110,119
2445,2019-09-13,10,39,2665,29,74,19,2110,119
2446,2019-09-14,10,38,2595,28,74,19,2110,119
2447,2019-09-15,7,29,1981,22,74,15,2110,119
2448,2019-09-16,10,38,2611,29,74,19,2110,119
2449,2019-09-17,9,37,2543,28,74,19,2110,119
2450,2019-09-18,7,29,2014,22,74,15,2110,119
2451,2019-09-19,10,39,2633,29,74,19,2110,119
2452,2019-09-20,10,38,2564,28,74,19,2110,119
2453,2019-09-21,7,29,1855,23,76,15,2110,119
2454,2019-09-22,11,46,2925,36,76,19,2086,119
2455,2019-09-23,11,45,2832,34,76,18,2098,119
2456,2019-09-24,8,36,2247,27,76,15,2098,119
2457,2019-09-25,11,46,3046,35,75,19,2098,119
2458,2019-09-26,8,34,2205,25,75,18,2098,119
2459,2019-09-27,7,27,1750,20,75,15,2098,119
2460,2019-09-28,10,40,2605,30,75,19,2098,119
2461,2019-09-29,9,38,2522,29,75,18,2098,119
2462,2019-09-30,7,30,2001,23,75,15,2098,119
2463,2019-10-01,10,40,2605,30,75,19,2110,118
2464,2019-10-02,9,38,2522,29,75,18,2110,118
2465,2019-10-03,7,30,2001,23,75,15,2110,118
2466,2019-10-04,9,38,2469,28,75,19,2110,118
2467,2019-10-05,9,36,2391,28,75,18,2110,118
2468,2019-10-06,7,29,1898,22,75,15,2110,118
2469,2019-10-07,7,30,1981,23,75,19,2062,118
2470,2019-10-08,7,30,1981,23,75,19,2062,118
2471,2019-10-09,6,26,1710,20,75,16,2110,118
2472,2019-10-10,9,36,2371,27,75,17,2086,118
2473,2019-10-11,10,41,2714,31,75,19,2086,118
2474,2019-10-12,10,41,2714,31,75,19,2086,118
2475,2019-10-13,8,33,2200,25,75,15,2086,118
2476,2019-10-14,9,37,2446,28,75,18,2086,118
2477,2019-10-15,10,40,2610,30,75,19,2086,118
2478,2019-10-16,10,40,2624,30,75,19,2086,118
2479,2019-10-17,7,30,1964,23,75,14,2063,118
2480,2019-10-18,10,39,2569,30,75,19,2063,118
2481,2019-10-19,10,40,2624,30,75,19,2063,118
2482,2019-10-20,9,36,2333,27,75,18,2098,118
2483,2019-10-21,9,36,2333,27,75,18,2086,118
2484,2019-10-22,9,37,2423,28,75,19,2086,118
2485,2019-10-23,9,36,2376,27,75,19,2110,118
2486,2019-10-24,8,33,2250,25,74,17,2110,118
2487,2019-10-25,8,30,2042,22,74,16,2110,118
2488,2019-10-26,9,36,2476,27,74,19,2110,117
2489,2019-10-27,9,36,2476,27,74,19,2110,117
2490,2019-10-28,8,31,2124,23,74,16,2110,117
2491,2019-10-29,8,31,2124,23,74,17,2110,117
2492,2019-10-30,9,35,2417,26,74,19,2110,117
2493,2019-10-31,9,35,2417,26,74,19,2110,117
2494,2019-11-01,7,27,1859,20,74,15,2110,117
2495,2019-11-02,8,31,2151,23,74,18,2110,117
2496,2019-11-03,9,34,2309,25,74,19,2110,117
2497,2019-11-04,9,34,2309,25,74,19,2110,117
2498,2019-11-05,7,29,1978,22,74,14,2110,117
2499,2019-11-06,9,38,2387,29,76,19,2110,117
2500,2019-11-07,9,39,2465,30,76,19,2110,117
2501,2019-11-08,9,37,2362,29,76,18,2110,117
2502,2019-11-09,7,30,2000,23,75,15,2110,117
2503,2019-11-10,10,39,2568,30,75,19,2110,117
2504,2019-11-11,10,39,2568,30,75,19,2110,117
2505,2019-11-12,9,35,2511,26,73,17,2098,117
2506,2019-11-13,9,33,2306,24,73,16,2098,117
2507,2019-11-14,10,36,2584,27,73,18,2098,117
2508,2019-11-15,10,39,2788,29,73,19,2098,117
2509,2019-11-16,10,38,2730,28,73,19,2098,117
2510,2019-11-17,8,30,2117,22,73,15,2098,117
2511,2019-11-18,10,39,2744,28,73,19,2098,117
2512,2019-11-19,10,39,2774,29,73,19,2098,117
2513,2019-11-20,10,39,2788,29,73,19,2098,117
2514,2019-11-21,8,32,2277,24,73,16,2098,116
2515,2019-11-22,9,36,2540,26,73,17,2098,116
2516,2019-11-23,10,39,2774,29,73,19,2098,116
2517,2019-11-24,10,39,2774,29,73,19,2098,116
2518,2019-11-25,9,35,2496,26,73,17,2098,116
2519,2019-11-26,9,33,2321,24,73,16,2098,116
2520,2019-11-27,10,39,2774,29,73,19,2098,116
2521,2019-11-28,10,39,2671,29,74,19,2098,116
2522,2019-11-29,10,38,2615,29,74,19,2098,116
2523,2019-11-30,8,30,2038,22,74,15,2098,116
2524,2019-12-01,9,35,2482,26,73,17,2098,116
2525,2019-12-02,10,39,2774,29,73,19,2098,116
2526,2019-12-03,10,39,2774,29,73,19,2098,116
2527,2019-12-04,8,32,2277,24,73,16,2098,116
2528,2019-12-05,9,36,2540,26,73,17,2098,116
2529,2019-12-06,10,39,2774,29,73,19,2098,116
2530,2019-12-07,10,39,2568,30,75,19,2098,116
2531,2019-12-08,12,48,3163,36,75,23,2098,116
2532,2019-12-09,8,34,2244,26,75,17,2098,116
2533,2019-12-10,9,37,2441,28,75,20,2098,116
2534,2019-12-11,9,37,2441,28,75,20,2098,116
2535,2019-12-12,9,37,2441,28,75,20,2122,116
2536,2019-12-13,8,32,2280,24,73,17,2122,116
2537,2019-12-14,9,35,2465,26,73,19,2122,116
2538,2019-12-15,10,37,2636,27,73,20,2122,116
2539,2019-12-16,9,36,2544,26,73,19,2122,116
2540,2019-12-17,6,24,1687,18,73,13,2122,115
2541,2019-12-18,7,30,1886,23,76,15,2122,115
2542,2019-12-19,8,34,2152,26,76,17,2122,115
2543,2019-12-20,9,38,2406,29,76,19,2122,115
2544,2019-12-21,8,34,2152,26,76,17,2122,115
2545,2019-12-22,8,34,2152,26,76,10,2122,115
2546,2019-12-23,8,34,2152,26,76,17,2122,115
2547,2019-12-24,8,34,2152,26,76,16,2122,115
2548,2019-12-25,8,34,2152,26,76,13,2122,115
2549,2019-12-26,8,34,2242,26,75,17,2122,115
2550,2019-12-27,8,34,2242,26,75,15,2122,115
2551,2019-12-28,8,34,2242,26,75,14,2122,115
2552,2019-12-29,8,34,2242,26,75,13,2122,115
2553,2019-12-30,8,34,2242,26,75,18,2122,115
2554,2019-12-31,8,34,2242,26,75,12,2122,115
2555,2020-01-01,7,30,1988,23,75,15,2122,115
2556,2020-01-02,9,37,2322,28,76,18,2098,115
2557,2020-01-03,7,28,1794,22,76,14,2098,115
2558,2020-01-04,7,28,1769,21,76,14,2098,115
2559,2020-01-05,8,34,2123,26,76,17,2098,115
2560,2020-01-06,8,32,2047,25,76,16,2098,115
2561,2020-01-07,7,28,1769,21,76,14,2098,115
2562,2020-01-08,6,28,1632,22,78,15,2098,115
2563,2020-01-09,7,34,1985,27,78,18,2098,115
2564,2020-01-10,6,27,1566,21,78,14,2098,115
2565,2020-01-11,6,27,1544,21,78,14,2098,115
2566,2020-01-12,7,32,1853,25,78,17,2098,114
2567,2020-01-13,7,31,1775,24,78,16,2098,114
2568,2020-01-14,6,27,1544,21,78,14,2098,114
2569,2020-01-15,6,28,1632,22,78,15,2098,114
2570,2020-01-16,7,35,2007,27,78,18,2098,114
2571,2020-01-17,6,27,1544,21,78,14,2098,114
2572,2020-01-18,8,32,2021,25,76,17,2098,114
2573,2020-01-19,8,32,2123,24,75,16,2098,114
2574,2020-01-20,7,28,1775,22,76,14,2098,114
2575,2020-01-21,9,38,2388,29,76,19,2098,114
2576,2020-01-22,7,28,1750,21,76,14,2098,114
2577,2020-01-23,8,33,2088,25,76,17,2098,114
2578,2020-01-24,8,33,2051,25,76,16,2098,114
2579,2020-01-25,7,28,1884,21,74,14,2098,114
2580,2020-01-26,10,38,2571,28,74,19,2098,114
2581,2020-01-27,7,28,1884,21,74,14,2098,114
2582,2020-01-28,8,33,2221,24,74,17,2098,114
2583,2020-01-29,8,33,2221,24,74,17,2098,114
2584,2020-01-30,7,28,1884,21,74,14,2098,114
2585,2020-01-31,10,37,2557,28,74,19,2098,114
2586,2020-02-01,7,28,1884,21,74,14,2098,114
2587,2020-02-02,8,33,2221,24,74,17,2098,114
2588,2020-02-03,8,33,2135,25,75,17,2098,114
2589,2020-02-04,7,28,1812,21,75,14,2098,114
2590,2020-02-05,10,40,2594,30,75,19,2098,114
2591,2020-02-06,9,37,2459,28,75,19,2110,113
2592,2020-02-07,12,47,3106,36,75,24,2122,113
2593,2020-02-08,10,42,2770,32,75,21,2134,113
2594,2020-02-09,7,29,1915,22,75,15,2134,113
2595,2020-02-10,12,48,3161,36,75,22,2134,113
2596,2020-02-11,9,38,2367,29,76,17,2134,113
2597,2020-02-12,12,53,3341,41,76,24,2134,113
2598,2020-02-13,9,38,2367,29,76,17,2134,113
2599,2020-02-14,9,38,2381,29,76,17,2134,113
2600,2020-02-15,9,38,2367,29,76,17,2134,113
2601,2020-02-16,13,53,3480,40,75,24,2134,113
2602,2020-02-17,9,38,2465,28,75,17,2134,113
2603,2020-02-18,9,36,2378,27,75,16,2134,113
2604,2020-02-19,10,39,2552,29,75,18,2134,113
2605,2020-02-20,9,38,2465,28,75,17,2134,113
2606,2020-02-21,9,38,2465,28,75,17,2134,113
2607,2020-02-22,9,38,2465,28,75,17,2134,113
2608,2020-02-23,10,38,2663,28,73,17,2134,113
2609,2020-02-24,9,36,2522,26,73,16,2134,113
2610,2020-02-25,7,28,1973,20,73,13,2134,113
2611,2020-02-26,11,40,2934,29,72,21,2134,113
2612,2020-02-27,6,23,1703,17,72,12,2134,113
2613,2020-02-28,9,33,2433,24,72,17,2134,113
2614,2020-02-29,9,33,2433,24,72,17,2134,113
2615,2020-03-01,9,33,2433,24,72,17,2134,113
2616,2020-03-02,7,24,1760,17,72,12,2134,113
2617,2020-03-03,8,29,2104,21,72,15,2134,112
2618,2020-03-04,4,16,1202,12,72,8,2134,112
2619,2020-03-05,7,27,1975,19,72,14,2134,112
2620,2020-03-06,9,33,2433,24,72,17,2134,112
2621,2020-03-07,9,35,2548,25,72,17,2134,112
2622,2020-03-08,9,35,2548,25,72,17,2134,112
2623,2020-03-09,9,31,2293,23,72,15,2134,112
2624,2020-03-10,7,24,1816,17,71,12,2134,112
2625,2020-03-11,9,30,2297,22,71,15,2134,112
2626,2020-03-12,7,25,1909,18,71,12,2134,112
2627,2020-03-13,10,35,2654,25,71,17,2134,112
2628,2020-03-14,6,20,1552,15,71,10,2134,112
2629,2020-03-15,10,35,2639,25,71,17,2134,112
2630,2020-03-16,6,20,1552,15,71,10,2134,112
2631,2020-03-17,10,34,2561,24,71,17,2134,112
2632,2020-03-18,6,21,1630,15,71,11,2134,112
2633,2020-03-19,9,33,2545,24,71,16,2134,112
2634,2020-03-20,6,22,1645,15,71,11,2134,112
2635,2020-03-21,8,31,2143,23,74,15,2134,112
2636,2020-03-22,6,23,1558,17,74,11,2134,112
2637,2020-03-23,7,29,1962,21,74,14,2134,112
2638,2020-03-24,7,27,1851,20,74,13,2134,112
2639,2020-03-25,6,23,1545,17,74,11,2134,112
2640,2020-03-26,8,32,2213,24,74,16,2134,112
2641,2020-03-27,5,20,1392,15,74,10,2134,112
2642,2020-03-28,8,31,2087,23,74,15,2134,112
2643,2020-03-29,6,24,1606,18,75,12,2134,111
2644,2020-03-30,7,27,1780,20,75,13,2134,111
2645,2020-03-31,7,28,1820,21,75,14,2134,111
2646,2020-04-01,6,25,1619,19,75,12,2134,111
2647,2020-04-02,7,30,1994,23,75,15,2134,111
2648,2020-04-03,6,23,1499,17,75,11,2134,111
2649,2020-04-04,8,32,2114,24,75,16,2134,111
2650,2020-04-05,5,21,1405,16,75,11,2134,111
2651,2020-04-06,8,34,2221,26,75,17,2134,111
2652,2020-04-07,5,20,1378,15,74,10,2134,111
2653,2020-04-08,9,35,2366,26,74,17,2134,111
2654,2020-04-09,5,20,1392,15,74,10,2134,111
2655,2020-04-10,8,32,2213,24,74,16,2134,111
2656,2020-04-11,6,23,1558,17,74,11,2134,111
2657,2020-04-12,8,30,2124,22,73,15,2134,111
2658,2020-04-13,7,25,1777,18,73,12,2134,111
2659,2020-04-14,9,33,2346,24,73,16,2134,111
2660,2020-04-15,6,22,1554,16,73,11,2134,111
2661,2020-04-16,9,33,2317,24,73,16,2134,111
2662,2020-04-17,10,36,2576,27,73,18,2134,111
2663,2020-04-18,13,49,3454,36,73,24,2134,111
2664,2020-04-19,10,36,2622,26,72,19,2134,111
2665,2020-04-20,10,35,2567,25,72,19,2134,111
2666,2020-04-21,7,27,1991,20,72,15,2134,111
2667,2020-04-22,8,29,2169,21,72,16,2134,111
2668,2020-04-23,9,32,2389,24,72,17,2134,111
2669,2020-04-24,7,26,1922,19,72,14,2134,110
2670,2020-04-25,10,35,2554,25,72,19,2134,110
2671,2020-04-26,7,27,1977,20,72,14,2134,110
2672,2020-04-27,8,29,2142,21,72,16,2134,110
2673,2020-04-28,9,32,2389,24,72,17,2134,110
2674,2020-04-29,7,26,1922,19,72,14,2134,110
2675,2020-04-30,10,35,2554,25,72,19,2134,110
2676,2020-05-01,7,27,1977,20,72,14,2098,110
2677,2020-05-02,8,29,2142,21,72,16,2098,110
2678,2020-05-03,9,33,2403,24,72,18,2098,110
2679,2020-05-04,7,26,1798,20,74,14,2098,110
2680,2020-05-05,3,18,824,15,83,10,2098,110
2681,2020-05-06,3,16,846,13,80,10,2098,110
2682,2020-05-07,3,16,846,13,80,10,2098,110
2683,2020-05-08,3,16,846,13,80,10,2098,110
2684,2020-05-09,3,16,846,13,80,10,2098,110
2685,2020-05-10,3,16,846,13,80,10,2098,110
2686,2020-05-11,0,17,4,17,100,8,1873,110
2687,2020-05-12,2,50,658,48,95,24,1908,110
2688,2020-05-13,2,49,515,47,96,24,1980,110
2689,2020-05-14,2,49,515,47,96,24,1980,110
2690,2020-05-15,6,39,1521,33,85,24,2051,110
2691,2020-05-16,7,39,1825,32,82,24,2051,110
2692,2020-05-17,9,37,2339,28,76,24,2051,110
2693,2020-05-18,8,33,2106,26,76,24,2051,110
2694,2020-05-19,8,33,2106,26,76,24,2051,110
2695,2020-05-20,9,33,2457,24,72,24,2051,109
2696,2020-05-21,9,31,2295,23,72,24,2086,109
2697,2020-05-22,9,31,2295,23,72,24,2086,109
2698,2020-05-23,9,31,2295,23,72,24,2086,109
2699,2020-05-24,9,31,2295,23,72,24,2086,109
2700,2020-05-25,9,31,2295,23,72,24,2086,109
2701,2020-05-26,10,35,2596,26,72,24,2086,109
2702,2020-05-27,10,35,2596,26,72,24,2086,109
2703,2020-05-28,10,36,2742,26,71,24,2086,109
2704,2020-05-29,10,36,2742,26,71,24,2086,109
2705,2020-05-30,10,34,2559,24,71,24,2086,109
2706,2020-05-31,8,30,2278,21,71,24,2099,109
2707,2020-06-01,8,30,2278,21,71,24,2099,109
2708,2020-06-02,9,30,2380,21,70,24,2099,109
2709,2020-06-03,9,30,2380,21,70,24,2099,109
2710,2020-06-04,9,30,2380,21,70,24,2099,109
2711,2020-06-05,9,30,2380,21,70,24,2099,109
2712,2020-06-06,9,30,2380,21,70,24,2099,109
2713,2020-06-07,8,31,2206,23,73,24,2099,109
2714,2020-06-08,8,31,2206,23,73,24,2099,109
2715,2020-06-09,9,36,2525,26,73,24,2099,109
2716,2020-06-10,9,36,2525,26,73,24,2099,109
2717,2020-06-11,9,36,2525,26,73,24,2099,109
2718,2020-06-12,9,36,2525,26,73,24,2099,109
2719,2020-06-13,10,36,2618,26,72,24,2099,109
2720,2020-06-14,10,36,2618,26,72,24,2099,108
2721,2020-06-15,8,31,2269,22,72,21,2099,108
2722,2020-06-16,10,36,2618,26,72,24,2099,108
2723,2020-06-17,10,36,2712,26,71,24,2099,108
2724,2020-06-18,10,36,2712,26,71,24,2099,108
2725,2020-06-19,9,31,2377,22,71,24,2099,108
2726,2020-06-20,9,31,2377,22,71,24,2099,108
2727,2020-06-21,9,30,2297,22,71,23,2099,108
2728,2020-06-22,7,25,1872,18,71,19,2099,108
2729,2020-06-23,6,23,1723,16,71,17,2099,108
2730,2020-06-24,9,31,2377,22,71,24,2099,108
2731,2020-06-25,10,36,2727,26,71,24,2099,108
2732,2020-06-26,10,36,2727,26,71,24,2099,108
2733,2020-06-27,10,35,2719,24,70,24,2099,108
2734,2020-06-28,10,35,2719,24,70,24,2099,108
2735,2020-06-29,9,29,2285,20,70,24,2099,108
2736,2020-06-30,8,28,2220,20,70,21,2099,108
2737,2020-07-01,9,32,2284,24,73,24,2099,108
2738,2020-07-02,9,32,2284,24,73,24,2099,108
2739,2020-07-03,9,32,2284,24,73,24,2099,108
2740,2020-07-04,9,32,2284,24,73,24,2099,108
2741,2020-07-05,9,32,2284,24,73,24,2099,108
2742,2020-07-06,9,32,2284,24,73,24,2099,108
2743,2020-07-07,9,32,2284,24,73,24,2099,108
2744,2020-07-08,9,32,2284,24,73,24,2099,108
2745,2020-07-09,9,32,2284,24,73,24,2099,108
2746,2020-07-10,7,28,1951,20,73,21,2099,107
2747,2020-07-11,8,30,2191,22,72,22,2099,107
2748,2020-07-12,8,28,2092,21,72,21,2099,107
2749,2020-07-13,11,41,2979,29,72,24,2099,107
2750,2020-07-14,8,30,2214,22,72,21,2122,107
2751,2020-07-15,9,34,2530,25,72,24,2122,107
2752,2020-07-16,8,31,2267,22,72,22,2122,107
2753,2020-07-17,7,25,1834,18,72,17,2122,107
2754,2020-07-18,10,35,2674,25,71,24,2122,107
2755,2020-07-19,8,27,2061,19,71,19,2122,107
2756,2020-07-20,9,32,2429,23,71,22,2122,107
2757,2020-07-21,9,33,2507,24,71,23,2122,107
2758,2020-07-22,9,31,2340,22,71,21,2122,107
2759,2020-07-23,8,28,2117,20,71,19,2122,107
2760,2020-07-24,8,27,2094,20,71,19,2122,107
2761,2020-07-25,8,32,2279,24,73,22,2122,107
2762,2020-07-26,7,28,2011,21,73,20,2122,107
2763,2020-07-27,8,30,2145,22,73,21,2122,107
2764,2020-07-28,8,30,2145,22,73,21,2122,107
2765,2020-07-29,7,26,1825,19,73,18,2122,107
2766,2020-07-30,8,29,2081,22,73,21,2122,107
2767,2020-07-31,8,31,2221,23,73,18,2122,107
2768,2020-08-01,10,37,2735,27,72,21,2122,107
2769,2020-08-02,8,27,2015,20,72,15,2122,107
2770,2020-08-03,9,34,2486,25,72,19,2122,107
2771,2020-08-04,9,33,2460,24,72,19,2122,107
2772,2020-08-05,7,25,1819,18,72,14,2122,106
2773,2020-08-06,10,36,2669,26,72,20,2122,106
2774,2020-08-07,9,31,2312,23,72,20,2122,106
2775,2020-08-08,7,26,1878,19,72,16,2122,106
2776,2020-08-09,8,29,2124,21,72,18,2122,106
2777,2020-08-10,8,29,2101,21,72,18,2122,106
2778,2020-08-11,8,32,2264,23,73,20,2122,106
2779,2020-08-12,7,27,1890,20,73,17,2122,106
2780,2020-08-13,7,25,1750,18,73,16,2122,106
2781,2020-08-14,7,28,1984,21,73,19,2122,106
2782,2020-08-15,7,26,1867,19,73,18,2122,106
2783,2020-08-16,7,25,1760,18,73,17,2122,106
2784,2020-08-17,8,30,2134,22,73,20,2122,106
2785,2020-08-18,8,30,2134,22,73,20,2122,106
2786,2020-08-19,6,22,1590,16,73,15,2122,106
2787,2020-08-20,8,29,2102,21,72,19,2122,106
2788,2020-08-21,8,30,2236,22,72,19,2122,106
2789,2020-08-22,7,25,1812,18,72,15,2122,106
2790,2020-08-23,9,32,2342,23,72,20,2122,106
2791,2020-08-24,9,32,2389,24,72,20,2122,106
2792,2020-08-25,6,24,1742,17,72,15,2122,106
2793,2020-08-26,10,36,2718,26,71,22,2122,106
2794,2020-08-27,8,29,2194,21,71,18,2122,106
2795,2020-08-28,9,31,2352,22,71,19,2122,106
2796,2020-08-29,9,32,2413,23,71,20,2122,106
2797,2020-08-30,7,25,1901,18,71,16,2122,106
2798,2020-08-31,10,35,2687,25,71,20,2122,105
2799,2020-09-01,10,36,2770,26,71,20,2122,105
2800,2020-09-02,10,36,2729,26,71,20,2122,105
2801,2020-09-03,10,35,2687,25,71,20,2122,105
2802,2020-09-04,8,28,2139,20,71,16,2122,105
2803,2020-09-05,9,33,2496,23,71,18,2122,105
2804,2020-09-06,9,31,2372,22,71,17,2122,105
2805,2020-09-07,10,36,2715,26,71,20,2122,105
2806,2020-09-08,10,36,2742,26,71,20,2122,105
2807,2020-09-09,3,12,932,9,71,7,2122,105
2808,2020-09-10,6,21,1577,15,71,12,2122,105
2809,2020-09-11,10,36,2804,25,70,20,2122,105
2810,2020-09-12,10,34,2718,24,70,19,2122,105
2811,2020-09-13,11,37,2876,26,70,20,2122,105
2812,2020-09-14,8,26,2021,18,70,16,2122,105
2813,2020-09-15,8,29,2258,20,70,18,2122,105
2814,2020-09-16,10,36,2807,25,70,23,2122,105
2815,2020-09-17,7,25,1959,18,70,16,2122,105
2816,2020-09-18,9,32,2483,22,70,20,2122,105
2817,2020-09-19,9,32,2483,22,70,20,2122,105
2818,2020-09-20,7,22,1759,16,70,14,2122,105
2819,2020-09-21,9,30,2371,21,70,19,2122,105
2820,2020-09-22,8,28,2208,20,70,18,2122,105
2821,2020-09-23,7,25,1882,18,71,16,2122,105
2822,2020-09-24,7,24,1826,17,71,14,2122,105
2823,2020-09-25,9,33,2531,24,71,19,2122,104
2824,2020-09-26,9,33,2479,23,71,19,2122,104
2825,2020-09-27,7,24,1839,17,71,14,2122,104
2826,2020-09-28,9,33,2492,23,71,19,2122,104
2827,2020-09-29,9,33,2479,23,71,19,2122,104
2828,2020-09-30,7,26,1996,19,71,15,2122,104
2829,2020-10-01,9,30,2322,22,71,18,2122,104
2830,2020-10-02,8,27,2022,19,71,16,2122,104
2831,2020-10-03,9,33,2505,24,71,19,2122,104
2832,2020-10-04,9,33,2308,24,73,19,2122,104
2833,2020-10-05,7,26,1870,19,73,15,2122,104
